a,b,c
638,42,391
5,26,715
3,39,674
391,36,159
699,96,538
631,38,865
465,36,540
93,24,711
357,97,566
1,68,713
229,32,281
940,86,73
604,85,144
621,14,224
111,38,214
690,54,176
64,90,469
678,14,483
960,37,302
873,96,252
565,61,166
431,45,171
209,31,894
529,88,965
252,88,716
468,42,965
718,80,378
18,39,125
904,98,244
430,52,585
732,34,401
771,54,326
417,6,280
230,69,45
902,55,779
23,62,192
653,56,758
55,87,149
914,91,670
481,6,869
97,66,659
621,22,37
773,41,204
952,72,495
853,20,413
606,53,929
917,88,813
981,56,372
543,52,946
881,32,445
23,36,243
591,3,638
952,49,333
189,32,665
211,34,22
449,58,31
665,48,289
527,76,741
683,53,481
703,58,789
637,33,615
102,96,205
257,52,987
921,45,521
163,61,303
881,68,151
898,83,230
908,78,571
439,38,274
779,68,369
478,44,881
206,64,194
314,34,376
58,11,214
860,70,37
603,100,448
520,21,439
411,89,639
871,80,212
401,14,492
763,73,828
358,100,971
655,77,695
871,15,671
963,100,927
534,28,203
73,52,525
351,93,969
188,71,354
603,100,194
891,73,255
68,49,318
62,63,12
863,59,726
306,77,951
341,56,719
426,15,42
119,31,961
499,82,976
899,11,6
750,65,792
883,30,624
753,19,373
627,70,568
935,75,58
240,81,773
773,94,739
187,71,356
23,62,421
693,6,409
194,63,661
64,71,903
252,66,612
178,94,344
203,88,589
328,52,256
563,18,607
1,43,18
434,71,813
139,60,873
58,79,839
627,80,195
410,71,757
885,68,449
738,26,991
87,50,762
202,76,305
579,80,839
116,77,371
983,45,890
693,38,897
28,12,545
318,89,827
706,5,487
277,82,174
904,8,927
581,10,731
66,43,828
293,31,354
712,30,686
190,38,372
247,13,471
430,52,949
428,79,988
804,53,250
428,88,946
127,29,864
565,83,673
103,97,736
949,56,344
981,35,84
921,16,351
262,9,90
235,29,116
920,22,812
400,80,636
610,56,265
963,41,127
349,61,215
791,5,994
120,80,180
798,35,384
925,78,939
297,84,335
797,24,760
194,44,153
201,50,475
768,72,704
989,98,839
350,92,176
482,99,788
615,58,962
2,64,464
333,71,413
657,18,466
941,53,136
362,35,523
160,42,548
349,78,128
553,92,951
902,4,781
214,21,963
575,77,98
801,81,581
81,13,921
227,88,4
681,8,439
77,78,445
736,52,959
451,55,529
237,98,186
679,81,21
814,69,5
614,77,458
25,46,929
387,86,613
732,48,478
337,29,127
51,73,873
174,11,974
926,32,664
592,5,766
928,68,465
380,53,702
469,32,338
845,20,329
857,29,431
268,46,330
177,25,603
488,64,594
684,7,766
101,98,940
173,42,174
564,33,403
181,37,963
452,41,896
697,83,274
630,49,620
773,6,870
297,59,834
712,7,590
672,48,190
5,90,502
125,88,455
567,70,502
276,80,199
253,33,507
785,91,641
468,45,366
684,67,428
669,9,186
176,34,839
523,5,639
165,7,174
893,67,756
55,53,937
664,59,177
499,34,511
226,36,728
924,30,876
395,7,925
275,71,546
926,88,828
798,96,828
60,33,997
74,54,423
536,32,501
72,96,293
712,74,137
680,51,429
791,71,980
74,55,328
290,85,802
539,18,927
40,15,219
125,86,375
618,89,513
963,68,356
66,63,232
932,36,669
190,14,763
276,37,499
376,37,255
376,1,677
510,89,855
957,17,866
614,35,855
675,90,703
635,30,369
98,65,70
237,15,35
557,35,21
993,1,221
380,88,776
784,38,280
517,77,80
501,46,810
1,75,713
34,73,22
429,66,552
841,27,760
839,27,485
546,26,55
159,33,276
333,72,711
461,94,433
10,42,264
708,85,937
913,63,929
802,9,910
804,93,77
148,54,655
409,92,355
272,82,681
515,42,659
752,85,267
996,86,463
862,89,404
879,83,218
326,68,333
51,52,761
534,82,644
541,1,775
377,62,318
15,15,873
769,3,275
812,21,826
713,1,808
561,29,921
539,56,72
766,63,717
918,7,585
342,3,227
208,48,522
704,100,279
224,4,308
238,24,931
958,64,681
385,52,748
524,5,44
810,82,545
643,5,274
515,57,406
970,81,91
681,46,983
508,57,598
384,51,492
127,73,104
494,40,985
993,26,761
597,23,91
869,87,207
161,16,668
21,59,253
228,28,694
541,74,158
299,53,986
167,84,687
634,59,348
815,86,260
787,49,935
522,75,355
332,65,124
950,95,61
835,22,236
20,77,529
250,4,807
113,34,485
978,23,123
762,46,468
584,39,428
622,13,590
544,39,28
472,42,890
195,57,590
258,62,532
61,60,722
892,50,540
678,27,4
160,27,186
572,63,833
822,67,50
927,65,954
373,75,633
321,56,655
120,70,889
471,100,801
973,9,263
492,9,592
976,98,524
623,93,315
786,55,527
878,66,457
713,73,851
588,55,79
815,92,576
910,99,892
782,40,490
353,28,839
517,79,915
226,37,133
296,77,263
182,95,17
760,97,196
460,58,178
672,59,570
877,58,60
791,19,759
377,58,945
556,85,546
957,59,618
525,9,651
973,74,916
883,13,616
496,66,293
98,29,638
195,97,102
273,65,591
368,66,212
766,71,961
271,29,830
597,19,888
811,91,599
948,85,908
276,83,377
105,46,983
450,9,130
828,4,14
456,10,328
639,14,93
181,43,235
920,40,526
461,13,619
869,96,79
18,76,166
811,84,497
616,59,397
672,45,742
929,16,58
658,50,494
813,25,303
346,82,716
34,45,917
57,2,697
233,37,258
528,3,629
677,50,844
823,97,256
638,29,979
337,52,126
157,61,503
13,57,729
63,47,51
540,23,913
30,61,802
24,97,675
746,29,149
174,6,205
59,38,207
615,15,618
964,12,692
136,100,528
45,68,589
8,97,875
777,85,943
567,30,577
40,91,444
925,46,236
356,23,946
673,93,668
209,23,880
875,86,746
763,79,896
679,76,995
705,7,76
32,62,71
379,81,472
998,54,851
533,61,371
560,49,327
990,47,534
800,96,748
972,57,14
738,33,988
426,15,615
931,39,202
209,15,642
152,84,760
569,68,710
898,61,160
455,28,564
686,46,233
468,63,496
978,54,364
459,9,489
371,68,803
895,98,899
456,49,790
771,32,939
914,96,802
679,40,841
872,88,998
972,88,808
860,68,401
193,99,989
935,78,114
837,73,907
519,33,589
649,18,427
830,26,64
474,16,558
527,95,607
13,54,529
13,89,833
454,1,63
990,50,75
200,9,487
116,95,73
605,62,762
729,88,812
805,11,731
752,68,499
585,54,68
675,75,577
948,90,308
730,12,524
139,29,513
487,58,776
664,91,982
734,25,588
2,95,285
996,30,511
274,55,36
825,72,303
469,7,973
670,61,625
49,43,646
48,85,69
76,61,594
676,57,161
151,78,433
1000,70,855
962,48,453
289,9,305
667,18,396
444,4,469
879,43,729
691,94,483
492,24,217
309,1,948
639,99,462
742,74,313
261,87,800
185,96,504
299,78,141
280,37,53
205,70,650
442,25,832
139,58,452
958,99,373
318,22,565
877,33,146
180,80,394
971,89,382
3,37,524
992,43,575
649,21,641
268,10,651
319,96,343
718,12,977
646,66,298
925,19,506
694,20,239
573,65,511
275,93,102
935,76,209
527,90,236
211,13,505
348,87,959
346,67,647
17,10,700
821,27,689
6,72,185
271,97,859
410,94,562
495,43,475
693,68,246
709,21,478
594,45,916
343,55,596
250,73,83
350,92,77
330,98,570
644,71,485
935,9,1
651,67,939
659,77,487
508,33,508
359,4,577
265,67,685
410,37,664
626,42,810
87,69,236
412,82,851
645,97,355
594,57,497
291,12,987
830,64,809
711,11,324
548,23,669
911,12,486
147,33,327
221,13,775
580,8,848
910,41,398
29,42,77
798,64,489
652,65,20
662,45,525
613,4,314
995,17,484
608,20,767
95,17,33
193,74,929
716,91,94
105,54,738
758,100,117
507,96,696
985,75,9
523,21,81
346,78,314
352,69,2
167,55,475
808,40,961
432,60,243
280,83,57
595,40,657
707,78,899
864,12,511
350,65,194
473,91,170
663,14,589
345,10,265
481,87,419
657,10,125
1000,84,571
610,59,10
78,96,426
45,68,386
124,65,738
329,20,321
845,79,606
370,37,429
529,73,678
476,97,252
394,74,649
980,19,383
266,28,724
465,23,499
870,37,712
665,20,679
791,98,219
574,83,305
237,36,598
642,27,822
486,85,468
787,53,154
766,21,325
575,17,943
767,64,266
547,2,217
295,8,376
604,28,804
866,15,865
91,7,211
753,89,996
478,18,918
710,71,992
691,12,909
426,33,298
9,79,279
17,3,676
313,55,201
499,28,348
337,74,184
348,86,186
827,87,549
272,47,924
483,18,613
811,83,961
805,67,994
29,40,435
151,45,615
913,97,817
940,61,418
421,17,394
907,17,895
642,93,469
628,14,718
610,5,750
117,23,115
289,35,283
115,2,200
106,42,472
433,84,214
179,56,868
609,96,792
867,10,646
723,20,212
351,88,865
864,96,849
698,30,882
995,35,784
986,26,445
951,54,808
178,71,381
510,7,953
519,11,674
111,26,744
307,87,384
642,48,570
567,9,866
835,32,329
133,99,812
579,4,964
667,41,404
388,86,771
468,79,21
866,36,645
951,13,504
484,83,663
193,78,306
942,90,716
236,76,979
143,26,311
880,99,915
439,8,531
201,44,916
528,90,790
228,21,253
851,67,170
646,19,259
382,66,511
96,1,44
795,28,118
951,1,41
326,51,787
65,80,389
286,16,671
16,27,890
844,58,234
109,83,617
913,60,719
661,99,195
831,84,928
2,33,448
6,40,145
303,42,234
324,25,34
369,53,229
260,90,553
816,68,155
872,40,583
291,40,266
632,28,230
670,46,648
744,79,236
925,38,20
718,88,612
635,14,223
238,89,274
609,6,418
846,50,886
217,74,38
437,31,762
249,99,625
94,69,259
940,73,384
796,66,945
346,52,747
944,89,769
621,87,100
964,72,589
180,61,137
119,28,45
821,85,223
652,11,28
181,12,489
153,77,222
307,18,689
309,25,784
676,27,2
309,44,199
138,19,881
229,38,268
913,44,426
177,11,811
731,16,374
985,38,598
527,22,329
71,5,660
61,73,255
612,51,261
495,15,611
266,17,531
564,56,56
906,24,296
640,9,427
495,59,455
226,12,972
11,45,691
735,80,425
993,89,695
485,70,636
846,35,765
607,63,235
519,21,578
852,49,456
23,39,14
830,19,322
649,47,964
133,22,69
222,37,435
815,34,246
731,36,316
265,66,260
614,29,812
914,48,309
806,30,582
718,41,324
772,16,117
340,78,125
824,46,54
898,41,63
638,50,468
973,81,846
531,92,115
533,78,234
205,46,973
112,91,139
464,32,407
40,91,788
905,19,430
733,89,400
468,29,651
531,72,691
743,77,231
178,72,7
687,85,507
526,58,50
379,20,274
615,69,380
215,41,192
92,21,303
904,94,729
734,24,390
975,85,201
868,53,659
997,94,131
261,7,581
581,73,11
49,35,604
12,51,688
707,86,246
724,6,607
749,48,238
567,15,293
632,55,850
63,19,819
432,39,261
946,95,424
754,29,172
341,89,764
152,34,785
545,86,247
783,73,734
40,34,207
328,3,31
663,96,638
412,73,75
284,7,909
105,12,557
633,71,20
850,34,956
600,62,497
234,52,253
725,30,512
970,83,833
425,57,502
634,60,995
730,98,195
944,20,868
931,70,841
806,11,905
314,40,486
269,8,617
746,15,206
477,57,266
569,16,468
795,89,807
241,6,166
181,62,512
594,11,431
538,28,76
410,67,635
495,9,749
235,15,216
703,69,899
510,93,59
669,62,976
319,30,323
843,90,580
667,57,176
449,18,360
83,55,102
155,59,725
111,96,398
640,73,804
827,70,385
392,85,997
480,10,281
161,53,485
893,79,48
733,41,835
534,4,473
68,50,752
395,8,571
761,38,403
94,32,382
590,46,226
749,32,109
731,69,134
291,23,250
85,60,585
879,17,447
947,89,474
553,9,347
210,38,891
548,25,35
239,60,647
803,9,950
472,77,319
58,74,910
704,32,161
4,97,479
960,77,180
607,63,941
9,73,172
656,58,307
252,67,183
243,64,535
344,36,797
177,82,951
835,4,881
464,85,24
556,84,206
967,28,335
162,30,641
582,17,313
314,45,946
419,16,519
600,44,650
993,70,830
24,90,973
59,45,491
696,94,979
537,80,744
467,54,635
395,47,872
777,55,688
708,100,432
426,76,757
551,41,939
464,65,670
534,88,43
983,55,907
112,16,428
74,26,354
727,85,121
760,6,466
104,86,106
948,21,197
205,96,78
887,73,796
253,1,938
700,72,681
346,69,415
584,56,767
970,64,513
171,4,274
453,40,124
144,2,32
173,95,519
425,87,134
505,51,636
94,56,125
884,65,757
270,68,657
409,27,963
43,21,509
228,27,310
678,81,332
309,70,654
482,100,970
736,52,420
741,91,749
533,55,592
880,90,116
164,35,220
200,9,113
797,66,719
992,83,176
504,85,283
414,89,945
888,50,958
27,15,769
921,75,708
672,13,852
80,9,868
406,14,803
702,42,669
234,67,645
423,15,109
641,31,86
676,18,480
372,74,798
216,29,503
138,79,593
317,86,626
826,35,631
978,90,795
559,92,513
708,9,951
135,92,10
156,47,998
278,41,764
404,63,575
746,3,156
692,40,982
160,18,524
986,16,492
983,3,606
90,42,210
885,42,979
21,45,452
420,54,203
863,58,747
535,40,85
132,48,461
491,57,544
362,27,730
540,1,93
854,67,67
141,22,450
77,8,362
512,61,445
204,11,562
280,33,475
598,40,317
501,23,465
922,83,909
84,65,154
493,82,574
259,91,929
748,98,923
120,100,769
43,4,43
158,79,684
538,9,957
910,70,739
202,11,989
52,51,715
354,60,778
323,13,669
185,38,731
719,4,352
987,5,318
238,75,365
851,40,71
717,91,40
930,25,818
458,55,469
296,69,700
73,30,57
415,14,665
970,95,670
616,91,346
783,47,839
519,5,506
960,22,913
672,40,158
115,20,169
220,31,683
868,100,17
749,21,766
193,92,669
343,85,535
299,41,513
63,10,258
275,25,375
122,95,33
553,43,314
476,78,190
336,68,284
474,28,886
30,90,457
387,61,590
12,23,505
131,67,583
931,44,652
808,44,904
367,55,281
973,94,856
121,3,236
857,14,680
51,29,655
610,35,111
969,58,134
941,55,917
642,26,294
498,78,273
815,79,116
701,14,164
940,58,779
965,50,831
652,68,924
797,19,147
954,55,649
567,21,833
802,70,649
765,22,878
211,19,347
113,66,379
740,76,439
740,47,122
78,28,216
804,43,986
41,77,796
992,20,613
970,43,567
84,83,434
601,16,224
451,28,720
505,62,902
578,38,567
827,51,339
112,85,385
171,78,891
759,24,981
914,90,761
72,74,713
499,94,477
581,53,974
71,12,63
187,20,452
97,97,538
673,24,333
214,24,514
981,52,592
818,79,12
802,91,94
903,89,444
492,26,248
400,95,514
421,17,505
671,92,586
308,87,551
531,53,229
70,8,215
314,60,79
238,75,668
381,76,206
360,14,442
454,52,742
49,39,331
832,30,933
970,21,259
147,31,857
187,35,489
740,91,718
441,84,866
57,27,627
91,8,381
372,4,395
412,61,18
791,80,683
701,65,16
381,12,191
336,56,164
421,23,283
453,53,229
853,49,727
507,2,34
625,82,718
294,100,999
363,42,806
268,51,470
884,90,722
722,86,843
580,5,958
527,12,955
383,99,207
878,67,343
81,54,769
656,70,694
542,72,472
278,68,348
566,14,553
312,6,964
93,87,421
18,94,364
978,35,115
374,91,421
747,79,282
803,32,293
733,60,174
873,25,334
897,37,882
363,100,110
304,84,332
447,45,724
863,84,687
690,50,34
633,43,556
448,99,672
866,45,398
703,45,23
953,86,58
649,37,629
883,90,888
555,12,880
206,62,582
675,44,687
575,74,275
304,55,837
622,5,380
788,67,994
49,24,401
455,31,46
424,32,824
825,15,711
467,31,665
905,51,696
982,22,119
955,30,878
135,25,215
896,31,159
26,42,565
323,47,222
150,52,758
29,31,367
248,87,655
945,80,797
682,95,409
124,38,230
638,91,872
925,35,527
426,28,713
956,87,172
618,50,547
469,87,947
879,93,958
329,79,690
645,30,824
959,72,370
158,40,920
290,5,34
27,37,780
949,84,61
936,98,816
284,42,131
98,100,680
920,50,694
515,16,908
167,32,15
254,38,470
784,16,394
133,85,641
534,58,904
423,20,478
275,99,447
939,89,829
639,80,828
967,79,288
833,89,812
864,34,853
463,38,857
108,91,744
797,6,194
250,17,65
490,11,982
909,90,814
181,4,216
111,90,419
250,38,515
282,25,870
388,7,576
61,56,542
20,68,8
531,24,173
778,37,635
924,19,545
441,38,937
368,59,838
825,58,776
603,71,721
4,28,997
488,33,179
487,74,366
630,24,783
548,84,156
520,63,911
12,32,13
451,97,475
941,12,24
22,70,734
485,37,189
257,16,354
780,88,354
711,55,781
868,66,257
377,82,486
638,64,949
140,2,646
835,48,788
435,25,862
466,47,661
628,47,928
63,60,518
347,53,374
384,33,363
645,54,521
810,51,319
844,73,733
747,8,327
357,67,714
880,46,345
969,84,251
133,95,658
239,82,318
246,56,708
641,79,313
905,97,123
5,86,459
937,98,138
215,5,284
308,55,784
315,77,373
389,67,630
368,66,343
543,54,721
401,74,418
7,56,524
794,85,158
643,92,662
700,38,182
736,40,878
1000,41,287
499,15,594
899,91,992
470,76,58
297,13,645
747,14,196
372,56,456
785,42,785
88,11,163
879,15,729
809,83,225
50,94,511
82,14,48
284,95,969
975,22,88
945,74,464
93,27,487
62,73,86
684,44,544
297,30,278
391,10,701
609,3,952
939,49,949
456,80,896
285,25,481
127,63,642
571,34,217
696,98,446
537,85,565
910,92,961
558,76,926
70,31,917
835,81,596
556,49,349
792,86,69
610,21,796
822,100,299
962,94,534
871,48,892
293,54,316
961,25,924
820,23,663
592,44,209
911,86,898
303,47,260
958,28,680
152,10,100
406,66,762
599,42,854
437,97,459
74,81,588
273,49,672
732,94,683
643,68,290
513,99,778
577,68,624
120,69,538
69,37,358
308,42,793
917,74,374
733,56,819
668,18,903
269,66,325
766,14,296
550,6,796
863,56,316
817,33,463
225,49,134
408,93,481
654,34,186
656,52,526
737,94,310
417,53,421
243,41,450
878,84,410
592,28,315
709,13,425
490,10,31
750,9,663
159,23,388
187,2,38
129,77,989
932,10,766
136,62,195
609,51,277
591,57,984
822,89,94
30,41,818
827,25,689
499,6,779
158,97,538
812,87,578
663,51,780
869,22,763
359,97,186
946,99,566
774,34,433
183,17,680
380,38,70
286,33,578
252,58,462
241,98,846
825,97,8
441,57,469
208,68,180
861,99,918
734,13,749
710,85,143
667,93,411
580,28,306
669,64,847
327,50,269
586,75,368
802,11,796
539,55,679
201,22,608
789,82,510
674,10,240
704,72,617
978,80,816
767,69,41
49,98,340
504,23,18
499,67,359
521,35,581
942,70,521
963,85,428
182,17,915
422,58,795
59,10,960
306,72,515
861,56,755
439,1,694
140,89,236
914,99,988
421,66,593
773,59,405
180,34,326
275,44,929
357,60,991
381,58,380
901,18,591
208,36,130
455,81,566
917,2,129
630,75,317
988,90,375
337,73,305
865,35,975
626,75,46
40,79,697
740,29,637
569,78,943
352,56,111
211,71,920
831,72,944
874,53,109
674,86,305
742,5,413
693,40,767
911,81,246
371,10,699
437,42,415
562,57,114
684,82,312
161,46,366
889,86,305
355,26,709
641,10,684
671,25,85
601,68,349
238,98,637
21,95,813
228,20,978
679,2,397
633,4,369
924,89,693
862,49,751
967,83,717
639,38,633
48,62,902
588,100,798
790,21,467
467,76,683
9,73,542
441,99,349
966,79,58
942,29,962
406,93,595
848,91,314
311,86,815
714,45,496
488,50,622
909,78,255
336,13,148
710,34,610
790,25,749
842,67,590
758,34,331
814,65,762
9,46,10
746,24,982
429,88,347
297,46,332
274,73,882
7,37,70
120,92,638
627,21,356
427,76,135
211,37,966
216,93,829
904,63,947
275,62,189
525,14,862
365,52,163
599,16,488
91,47,315
794,34,913
12,18,731
440,82,539
379,86,141
428,97,525
277,77,13
52,69,388
129,14,144
392,34,594
593,71,998
558,92,126
175,68,115
928,75,465
601,1,323
574,19,799
937,94,137
106,28,422
708,15,683
288,81,855
797,2,227
307,51,664
108,67,537
862,53,917
431,20,505
677,74,902
420,49,924
25,5,19
3,44,290
451,45,130
992,22,938
541,62,199
509,100,4
821,78,795
970,6,773
820,35,115
70,63,609
708,57,632
90,5,113
950,98,273
622,41,57
1,52,464
339,23,802
750,89,681
250,22,333
571,58,567
423,81,171
553,49,82
865,22,902
358,65,600
56,79,603
124,48,455
685,8,577
760,77,434
511,78,656
927,96,70
553,33,207
752,14,66
175,99,796
659,39,708
747,40,374
987,67,17
710,42,763
284,44,320
770,12,598
396,67,781
26,23,46
80,57,242
83,32,381
758,80,900
998,1,314
378,64,555
886,54,368
102,8,707
130,5,75
998,89,488
723,49,227
650,69,918
836,94,700
529,6,129
888,59,856
210,97,1
446,27,43
537,43,652
602,15,340
741,47,549
325,5,471
687,92,764
810,7,215
797,32,203
232,55,600
627,15,834
900,40,142
720,51,135
415,68,925
913,18,943
100,47,549
92,65,332
280,7,932
538,97,558
374,20,869
187,49,879
299,24,317
213,99,928
321,11,892
650,98,266
226,26,213
517,40,731
766,42,124
443,74,441
394,96,560
762,48,506
171,70,502
740,18,513
806,40,99
33,74,906
445,21,526
467,70,272
41,46,30
281,55,741
954,44,461
80,39,628
776,31,645
473,46,435
661,23,345
751,29,444
182,27,931
222,41,439
194,88,539
372,90,388
817,86,814
428,47,629
40,47,444
821,97,901
882,49,366
497,91,398
74,65,353
46,53,836
375,77,979
147,35,422
870,43,597
440,27,123
173,36,544
492,53,298
372,70,485
843,74,323
975,46,687
529,22,854
593,72,391
399,4,212
785,31,466
776,90,46
929,55,642
333,62,832
843,74,475
476,85,321
891,30,526
847,34,166
368,21,728
534,40,851
171,4,250
128,87,106
583,71,363
671,82,59
614,76,313
581,17,241
45,53,871
882,10,893
415,83,512
433,18,447
236,3,261
780,83,147
247,2,709
289,23,290
21,47,658
531,27,616
410,88,466
42,91,786
251,78,647
909,95,243
381,73,372
832,27,977
423,2,20
965,85,501
498,42,901
224,12,815
975,90,182
907,9,51
35,29,289
454,95,151
882,19,929
309,90,884
879,92,260
257,64,776
704,40,300
574,20,842
791,19,617
382,48,412
158,24,396
168,40,393
998,8,404
98,63,148
372,84,277
768,47,627
434,90,470
645,55,66
534,22,119
415,87,366
149,17,514
220,1,603
766,51,543
530,24,14
598,78,436
307,100,302
762,65,338
7,36,372
263,96,391
744,5,806
265,94,741
872,90,51
256,13,675
397,31,815
568,79,288
291,27,117
683,16,124
560,99,130
557,78,327
93,6,711
95,57,35
112,84,945
662,100,622
31,84,140
812,64,909
787,2,367
753,74,775
289,100,37
514,23,285
207,67,782
189,79,236
216,76,335
165,67,79
857,26,563
52,36,820
334,29,959
189,10,542
720,100,560
55,86,61
812,5,379
966,76,39
626,30,827
313,4,43
650,57,633
86,83,474
434,11,90
893,35,137
413,15,96
349,23,572
565,80,93
129,88,595
706,14,993
779,71,295
96,36,479
116,34,886
849,49,114
699,14,915
854,71,640
310,23,343
581,69,396
875,37,223
886,30,8
511,96,321
670,31,109
486,100,472
420,36,865
926,48,673
949,64,658
45,5,674
419,17,489
995,47,671
686,10,779
280,31,66
828,5,750
786,96,375
138,88,193
856,11,285
666,19,698
995,77,679
254,95,721
149,67,556
519,19,214
682,90,734
483,39,56
852,57,976
806,81,481
913,67,323
906,15,587
628,21,107
551,26,521
108,98,296
482,83,275
681,29,377
50,71,402
899,46,968
301,19,266
240,43,579
463,13,515
61,74,975
362,49,587
506,19,69
624,78,120
498,45,786
374,33,245
241,47,83
705,59,750
459,81,181
550,2,977
89,76,425
985,30,965
916,58,776
889,68,32
532,50,439
340,92,728
895,63,348
669,66,415
199,55,656
925,54,843
413,60,889
466,90,704
147,15,162
166,73,296
730,45,812
24,35,220
595,41,505
698,47,405
968,72,334
771,81,798
312,52,961
882,40,968
850,73,425
716,57,825
385,94,425
403,45,961
915,40,374
540,30,14
819,64,432
555,27,178
196,36,999
1000,44,425
208,54,499
324,3,743
91,40,909
890,70,824
648,89,919
855,9,8
315,32,914
443,57,879
496,36,726
747,21,683
786,29,961
721,36,118
807,95,521
27,22,472
254,86,106
834,81,288
621,23,570
114,66,739
521,76,965
290,67,871
152,90,374
712,2,947
519,48,567
276,24,500
273,76,858
684,36,556
861,35,72
824,92,533
408,29,650
28,34,577
575,44,823
735,12,540
409,24,91
301,33,59
340,56,29
195,65,767
627,9,485
333,23,625
348,90,711
143,28,280
442,45,582
72,5,514
557,16,10
106,69,95
263,1,418
223,29,853
1000,98,777
17,40,15
315,58,809
562,96,111
634,10,722
954,93,97
962,46,449
705,5,546
268,66,312
401,28,32
634,48,836
702,15,980
139,83,426
548,99,855
332,94,308
832,90,487
253,94,676
522,51,664
691,87,686
965,77,172
673,9,620
153,85,560
997,2,843
830,58,820
51,92,363
979,12,414
829,90,933
275,13,677
281,99,604
917,27,716
462,98,569
453,51,820
511,48,158
35,26,102
114,53,881
912,77,475
177,53,564
787,52,53
119,44,240
377,93,973
264,85,863
564,100,323
759,79,146
698,65,940
983,5,966
108,51,788
296,63,556
260,29,51
492,75,33
813,68,791
534,4,678
146,5,164
928,53,272
425,90,717
365,80,286
439,99,330
188,73,584
557,29,341
81,85,850
161,88,217
117,44,807
699,24,349
653,47,45
520,38,456
83,23,683
993,27,531
262,52,461
921,52,964
626,68,863
169,1,768
642,25,684
109,8,272
645,55,373
797,13,38
800,88,225
482,3,644
230,78,391
96,57,293
292,88,875
203,95,469
163,77,831
211,12,328
256,31,23
931,73,985
201,76,674
848,3,326
585,92,425
454,78,806
355,96,699
749,58,248
86,67,618
177,38,983
103,56,615
444,90,834
609,9,790
581,92,218
950,5,566
59,40,461
406,72,953
696,17,632
971,2,471
585,41,872
44,43,521
131,99,697
224,71,973
679,100,524
832,69,288
434,55,901
132,65,899
290,48,149
581,29,419
77,4,589
608,67,195
179,11,457
202,12,70
19,59,631
55,31,412
328,63,269
499,75,136
302,38,782
376,79,703
18,96,480
776,37,917
546,87,426
138,29,966
17,10,219
97,72,927
858,26,497
387,21,73
894,14,733
339,50,177
305,30,362
100,70,23
504,96,710
735,34,641
297,29,73
601,90,796
352,40,575
16,5,93
992,46,237
952,51,24
899,9,451
913,86,196
764,37,42
987,52,607
654,63,600
906,85,268
26,83,414
115,56,48
630,37,566
637,13,331
12,51,61
300,36,437
922,87,717
180,51,357
695,58,978
574,58,412
213,68,464
205,97,304
969,88,88
446,66,528
616,58,950
224,88,80
115,66,294
249,69,729
701,82,412
267,84,341
458,65,561
401,41,650
375,75,60
936,72,113
278,22,418
39,88,695
417,21,466
410,66,44
496,23,818
588,95,226
95,5,652
720,94,893
268,81,588
147,54,949
144,35,843
208,9,90
402,1,977
127,74,858
331,79,932
757,3,498
780,15,609
966,66,734
440,67,275
746,9,963
745,81,638
487,30,421
934,56,37
906,72,709
159,23,598
177,38,729
992,13,297
162,10,30
875,26,162
592,72,552
260,92,853
502,64,450
775,91,900
829,53,882
479,15,117
448,65,557
268,67,834
501,73,835
970,43,506
77,20,222
190,41,383
808,79,35
47,76,13
538,36,603
167,83,938
267,26,747
659,88,377
277,52,886
46,37,132
612,32,482
268,70,984
227,57,669
770,8,547
716,6,588
373,87,743
260,88,599
106,82,395
155,96,419
424,10,999
645,96,854
518,16,808
3,41,288
623,50,958
641,60,798
905,26,786
764,92,680
15,56,712
82,35,216
436,78,474
392,58,350
682,46,375
761,76,195
611,15,180
341,52,287
973,68,269
816,67,6
815,13,33
612,9,169
957,78,324
277,79,272
929,12,372
238,16,367
980,89,551
776,41,897
484,52,179
999,42,835
987,24,93
373,22,700
231,64,876
433,44,492
808,21,654
165,82,871
584,23,148
723,86,411
373,92,643
138,93,308
327,89,754
245,93,31
375,7,623
419,32,637
561,2,70
491,69,108
50,28,916
292,28,131
687,24,989
674,59,609
844,44,86
149,89,973
196,20,123
595,54,611
634,75,228
614,59,772
739,81,249
663,16,288
390,98,615
698,28,338
701,2,961
185,29,811
653,15,49
470,58,971
399,68,379
659,35,351
241,99,818
745,38,270
155,99,73
95,38,539
866,11,64
62,85,437
210,7,424
256,17,469
396,39,418
787,47,703
899,76,242
858,82,681
630,62,713
534,42,398
975,66,763
614,13,760
201,3,1000
413,53,810
231,39,305
513,99,875
839,34,661
980,61,793
669,48,312
904,97,958
158,46,829
556,79,885
254,56,763
473,88,969
169,91,11
936,91,49
320,44,476
470,84,865
944,21,61
341,75,43
926,67,893
58,94,692
145,64,993
612,26,947
965,11,886
869,21,868
104,57,892
211,54,211
411,9,95
589,71,843
635,58,244
675,54,166
560,60,150
275,77,176
837,62,865
544,10,115
560,63,726
859,51,193
838,31,479
66,20,394
395,44,445
533,8,863
591,47,972
525,76,880
937,95,175
26,34,823
660,29,727
824,55,739
17,59,477
576,55,73
569,7,800
521,6,743
603,46,980
259,78,694
798,4,432
109,83,369
620,86,635
537,41,866
203,81,546
4,39,509
311,63,964
866,60,494
480,99,889
637,55,294
241,33,137
988,49,675
663,53,723
387,34,598
594,2,930
493,43,104
425,95,129
985,28,561
172,76,827
395,91,8
679,18,367
906,3,597
194,100,533
