a,b,c
264,23,596
297,36,997
10,41,917
437,51,614
774,59,842
701,47,685
30,82,974
310,15,680
428,49,664
296,26,155
544,64,215
234,38,459
575,1,376
275,23,622
731,58,109
535,95,856
194,57,386
353,70,318
892,35,640
619,16,245
514,96,740
419,9,829
221,99,852
937,91,870
262,52,464
695,40,440
748,96,193
407,53,59
830,15,652
632,5,938
467,34,836
875,49,943
602,80,997
467,21,967
906,10,996
899,20,736
129,5,13
152,38,326
470,62,781
781,40,376
481,18,94
19,61,457
696,27,225
616,81,435
770,39,252
686,39,270
931,15,495
95,42,127
472,56,700
550,69,855
436,75,193
935,44,772
404,35,76
5,75,671
756,25,721
408,74,52
381,19,943
660,97,696
652,50,175
924,83,457
933,16,79
305,96,195
856,57,574
871,71,48
958,18,232
216,92,955
550,81,179
589,18,53
197,31,389
624,34,900
770,86,86
716,4,469
194,28,766
279,3,108
557,86,442
65,54,148
379,86,968
421,78,723
751,56,250
391,64,152
253,87,218
48,45,419
398,80,898
269,93,860
789,11,470
38,12,803
384,55,745
760,97,169
302,25,201
1,43,840
921,82,1
600,6,47
699,87,146
67,60,568
30,9,962
764,84,490
363,73,293
207,46,998
338,82,529
117,39,53
430,86,978
898,47,923
248,3,81
371,96,376
617,4,452
355,86,717
782,34,523
269,60,738
863,81,772
77,58,993
446,17,83
221,41,152
286,6,821
896,33,736
411,67,849
7,21,858
768,68,309
64,50,94
699,64,872
305,69,853
750,34,250
40,10,589
59,86,845
427,4,194
30,63,228
881,49,598
366,81,205
202,48,1
992,4,941
160,21,315
8,85,261
834,70,914
802,46,30
540,80,306
327,38,205
137,84,140
200,98,196
307,46,879
743,71,731
669,7,554
917,96,754
527,5,228
346,64,734
250,58,673
678,33,523
726,8,586
952,75,267
12,32,83
929,87,472
8,58,631
22,76,594
688,35,778
267,15,338
22,43,627
126,29,784
875,61,322
939,39,657
752,99,413
499,72,977
437,95,643
915,39,127
379,93,525
260,76,509
267,57,744
800,61,554
332,39,501
822,9,890
952,70,487
376,96,297
592,89,141
860,42,77
173,92,888
38,54,359
261,54,411
304,90,204
825,11,749
443,32,352
259,91,885
55,15,319
322,46,528
846,14,799
378,24,983
960,33,126
893,60,983
193,69,740
389,53,812
289,82,850
648,100,852
640,30,653
798,94,399
782,50,207
625,65,817
267,21,301
417,41,801
278,11,94
594,87,435
306,74,116
321,20,803
735,32,260
261,32,821
216,54,107
900,36,636
861,41,681
438,65,668
597,20,634
948,70,221
864,36,233
752,31,801
983,22,102
13,23,275
721,18,235
219,28,92
728,87,125
566,11,667
946,7,488
987,80,990
875,90,19
774,96,384
659,47,429
546,80,191
965,38,690
35,16,926
616,27,908
5,23,340
862,33,573
226,39,343
130,56,728
736,27,859
303,96,570
22,60,969
779,17,666
121,5,185
653,73,205
582,92,487
547,100,350
360,28,135
735,14,866
651,83,142
722,76,493
713,65,965
678,41,435
310,6,789
809,65,624
605,56,600
52,76,771
158,9,11
943,50,595
99,60,696
948,80,554
115,20,440
530,93,424
843,27,569
44,47,178
694,97,875
906,72,980
692,55,504
349,83,573
962,33,663
750,88,741
820,86,110
229,66,961
323,98,320
326,42,792
997,92,284
890,14,963
554,57,778
163,56,395
27,67,123
120,95,900
553,47,402
681,95,705
598,12,142
91,39,1000
448,2,139
265,27,445
946,71,341
425,35,362
614,74,165
946,42,214
653,33,529
658,3,551
297,29,317
231,68,553
427,31,250
445,69,950
314,66,55
876,72,405
208,17,892
565,19,628
479,59,918
928,72,635
820,40,960
617,100,415
17,54,137
542,22,491
210,52,936
72,29,413
704,19,18
517,49,358
713,7,624
282,52,309
358,54,138
684,31,81
880,54,704
625,22,184
341,82,950
468,97,703
530,16,759
833,38,451
755,15,65
111,42,366
814,46,905
457,2,212
747,21,610
998,47,966
488,57,704
112,35,856
95,29,519
230,84,942
125,97,421
82,4,788
243,58,463
733,68,39
389,50,20
479,1,15
458,83,957
514,66,121
262,53,51
886,85,25
127,90,76
856,82,281
826,61,402
22,29,59
890,1,347
336,40,491
335,81,33
426,99,16
527,40,455
628,82,43
63,84,115
683,93,275
711,82,216
590,47,719
54,79,863
718,56,653
285,32,736
262,74,575
239,20,438
885,88,864
308,35,155
901,32,195
901,92,582
253,80,748
748,71,292
165,23,444
457,85,490
115,92,161
550,91,471
519,21,482
286,80,425
472,24,721
745,33,912
991,4,316
429,25,456
903,82,558
761,87,318
817,86,895
644,26,485
559,69,534
201,42,724
610,88,58
153,1,45
771,66,293
239,74,777
69,70,96
324,81,54
357,30,950
366,43,757
530,92,937
61,36,644
626,44,840
990,15,374
698,22,74
376,75,197
898,3,103
727,70,580
46,57,12
477,8,420
398,44,596
502,33,421
365,53,7
633,75,168
197,86,206
805,67,676
853,22,94
748,61,316
306,27,639
768,73,589
333,86,347
224,61,851
910,1,284
527,53,414
790,57,59
772,91,648
793,91,716
719,99,552
837,88,867
132,84,652
533,44,859
581,49,689
822,52,258
236,41,462
303,88,962
288,14,965
28,60,608
48,5,909
186,34,87
845,1,904
92,46,280
515,81,522
650,60,321
887,60,556
85,77,485
930,59,378
390,39,643
101,97,248
15,67,390
153,87,795
814,72,979
13,84,180
106,42,373
614,39,779
775,1,835
776,96,232
947,50,439
614,36,230
987,3,235
740,75,771
69,1,501
469,17,478
104,50,681
866,59,174
232,76,303
313,64,205
702,27,168
501,19,867
604,28,707
213,65,597
236,55,732
51,64,219
103,33,571
512,34,704
822,72,858
91,52,91
762,75,798
15,98,938
864,83,14
761,12,966
519,60,513
212,33,685
434,54,427
651,92,79
76,4,265
691,87,871
215,37,493
612,99,766
292,43,193
188,4,697
770,80,587
851,81,660
936,77,512
358,59,940
721,21,22
980,19,502
924,66,277
557,17,112
923,31,440
35,73,604
65,100,969
731,56,92
181,26,686
115,52,543
649,85,524
961,100,592
658,84,942
284,90,160
556,11,720
290,66,813
962,74,399
27,10,813
757,65,129
373,61,805
864,24,207
733,96,268
228,21,179
118,68,724
488,2,712
709,79,206
536,66,34
981,36,907
630,34,38
454,27,869
813,51,176
429,71,202
1,97,632
708,10,696
722,70,660
832,84,193
827,34,693
359,40,579
975,26,634
109,50,442
830,26,320
101,39,889
316,11,361
569,14,790
149,32,542
481,2,712
919,71,337
623,65,993
909,78,256
937,56,39
289,81,112
165,79,958
11,68,643
845,41,643
695,99,647
658,96,585
779,11,573
991,4,502
762,49,474
584,4,911
33,69,308
444,86,7
664,91,449
535,58,809
285,4,379
921,14,618
387,68,555
756,94,773
117,23,269
329,90,273
33,60,270
469,19,374
593,11,461
94,16,459
486,10,460
224,12,130
222,67,852
998,78,6
163,85,239
617,8,86
413,76,957
754,46,497
170,8,795
616,22,439
11,27,2
328,92,77
138,8,695
134,13,352
5,32,609
686,92,540
251,41,280
759,17,234
149,8,269
847,38,430
14,13,117
770,66,572
85,4,81
817,70,638
739,65,223
549,14,750
870,33,800
879,34,835
65,12,976
750,41,422
480,21,618
626,60,102
940,98,951
173,63,302
525,78,373
336,63,439
979,96,540
671,17,591
756,57,23
459,14,688
237,84,348
639,96,53
729,37,865
567,25,953
960,94,838
806,5,385
559,96,122
6,77,17
170,63,245
295,71,142
385,42,560
303,99,202
815,46,881
157,73,980
950,30,555
941,22,631
702,62,933
544,71,471
666,71,558
584,40,874
159,9,17
137,90,887
154,33,929
750,33,591
424,51,382
469,73,427
982,37,147
370,2,384
47,94,948
864,6,587
952,48,585
18,18,362
223,45,29
544,25,794
76,42,677
664,49,409
177,21,972
210,8,130
821,32,370
332,51,625
28,30,373
236,100,899
784,27,176
19,79,905
431,100,297
665,75,569
958,22,920
211,65,696
584,5,772
109,43,55
148,99,985
47,94,353
869,72,241
900,92,657
298,1,563
850,21,610
53,74,68
575,37,299
547,92,747
541,52,274
760,40,482
358,25,58
188,26,112
638,12,540
414,77,825
478,48,568
418,38,178
554,25,196
65,32,278
917,25,425
728,100,365
175,31,502
945,69,538
226,3,300
198,47,429
9,48,42
156,34,354
144,90,924
73,74,245
843,42,179
285,5,422
514,24,72
418,61,991
913,64,483
197,41,824
243,66,824
788,27,659
510,17,542
821,57,674
847,1,668
589,36,295
958,58,651
277,4,232
882,9,460
538,9,353
129,63,754
769,57,278
188,52,285
751,54,291
185,31,656
697,7,271
262,57,181
953,9,341
580,55,614
595,68,269
586,44,871
8,53,573
227,46,945
422,87,222
334,12,44
97,68,263
156,99,137
532,61,345
351,84,47
339,4,708
95,32,216
70,8,33
699,78,789
862,47,806
151,98,967
965,58,812
653,21,428
170,50,517
662,94,349
708,44,83
75,85,486
820,14,268
871,42,626
172,11,820
795,76,313
818,29,754
496,19,854
292,72,72
626,75,770
295,100,53
54,37,764
92,25,77
4,81,26
121,33,105
746,64,620
955,32,905
339,53,425
105,74,708
594,58,613
382,7,479
931,84,927
679,77,21
581,4,109
204,90,226
270,41,661
3,75,41
331,58,149
513,19,712
871,34,327
486,48,291
982,97,906
4,69,951
66,20,754
518,43,448
523,63,483
928,51,121
420,77,742
659,58,574
505,99,35
414,30,253
646,75,441
239,87,977
759,70,221
297,20,822
389,2,533
676,92,280
528,4,323
219,85,668
711,78,124
482,71,546
535,68,812
872,37,650
379,38,681
671,51,705
688,63,922
799,11,361
641,85,113
43,52,135
41,46,640
313,84,983
525,11,365
772,69,394
47,16,137
138,73,506
64,47,821
31,36,577
707,94,702
346,60,599
798,71,331
592,79,67
551,35,552
280,2,708
100,19,382
134,91,901
132,96,460
290,76,787
963,82,406
984,30,895
124,6,684
583,26,108
680,72,206
301,68,294
859,41,738
852,94,791
926,17,170
465,46,560
704,7,150
377,90,577
708,71,298
550,9,403
232,77,393
23,35,398
667,53,172
714,41,923
183,88,225
974,22,464
175,73,100
530,85,296
742,18,906
696,25,6
714,78,648
310,76,48
816,62,563
290,71,118
717,23,127
840,33,231
148,71,309
580,45,520
113,18,151
357,54,90
463,80,615
201,18,732
108,75,356
508,42,170
372,64,322
248,77,765
220,100,849
125,61,978
912,63,872
469,50,195
339,36,931
596,74,235
221,69,596
35,3,153
855,89,108
622,16,92
291,93,947
917,80,412
637,53,405
932,56,131
66,100,352
306,10,211
509,76,622
209,99,636
31,97,771
496,30,357
318,69,24
885,27,589
280,90,148
982,82,808
487,44,711
617,74,92
144,25,12
871,39,845
60,89,152
753,46,739
487,7,155
713,86,464
519,59,992
57,68,368
564,13,28
813,88,512
291,40,429
332,35,528
384,56,300
856,11,982
501,94,491
692,28,516
63,19,579
899,30,520
300,48,686
206,10,176
819,68,196
773,4,707
359,70,636
297,27,320
714,26,717
441,44,337
474,30,129
32,48,611
608,56,322
159,34,478
296,25,408
632,84,68
802,29,139
829,17,268
584,61,635
939,35,885
365,93,186
404,18,86
476,2,374
688,18,234
162,13,66
457,76,294
287,78,301
583,6,459
413,78,562
549,91,991
717,32,606
443,94,382
369,87,146
43,36,756
999,1,784
868,85,119
178,29,610
117,25,819
691,36,591
734,42,261
998,73,980
495,24,671
294,63,254
819,78,499
889,33,292
341,57,622
288,88,205
174,89,569
679,63,644
524,10,35
147,76,774
26,35,827
739,85,479
636,22,664
932,58,20
70,41,442
867,97,848
595,89,616
994,71,526
488,90,916
106,33,429
516,13,15
723,17,1000
288,92,500
645,42,378
316,88,664
763,20,961
135,87,27
231,80,999
801,63,197
695,10,507
392,8,85
338,97,203
630,80,652
235,89,460
844,69,393
694,38,200
206,17,643
252,40,955
92,78,121
968,97,362
839,44,455
476,52,614
792,27,606
642,57,218
80,92,230
699,99,780
850,98,690
64,92,655
659,36,835
696,73,590
579,3,688
649,8,970
858,83,722
870,59,177
20,93,854
181,54,727
566,34,736
654,74,605
595,58,660
881,4,246
796,80,856
298,78,997
832,9,359
486,47,59
92,25,424
324,40,970
558,39,912
915,54,158
975,90,574
742,24,822
998,21,367
673,58,163
876,69,360
640,90,729
703,74,120
733,48,724
428,11,530
543,35,647
960,98,745
440,61,656
286,13,167
485,64,678
421,27,347
618,37,431
558,7,986
857,21,61
890,70,760
675,59,51
267,50,277
463,40,639
57,98,119
693,79,268
982,71,872
143,30,321
775,82,348
119,18,172
806,35,102
441,66,442
665,34,559
433,86,276
604,1,515
571,69,771
585,6,714
409,67,543
352,26,198
924,74,266
54,94,447
821,53,263
864,38,200
129,20,144
990,4,336
146,18,740
913,82,268
697,71,726
459,4,856
152,46,495
964,58,913
913,78,344
431,55,109
216,33,469
375,85,733
478,40,793
491,11,619
973,13,590
866,58,145
500,52,385
275,1,371
835,62,488
946,36,930
172,30,88
397,41,428
41,65,97
555,58,143
641,65,212
504,50,501
107,33,721
368,60,230
649,62,642
733,16,803
378,45,962
159,32,402
605,15,813
973,80,675
693,8,833
666,84,642
186,70,819
687,21,844
917,91,127
952,7,343
66,76,397
66,96,461
84,34,636
286,74,149
131,21,481
222,12,11
826,5,823
787,51,911
12,11,351
207,52,738
600,47,2
178,37,259
780,12,951
5,50,519
608,66,932
385,79,618
828,69,211
773,20,226
474,69,918
696,36,277
648,68,434
483,6,477
607,78,619
640,71,753
576,43,657
856,28,221
585,69,261
957,96,629
841,10,321
594,10,307
580,91,908
262,88,922
76,98,653
341,27,845
478,36,742
475,27,594
771,59,630
454,97,282
269,27,482
150,12,203
249,9,455
292,6,621
286,66,878
2,1,565
203,94,366
344,91,380
294,71,889
723,95,627
229,70,741
386,78,52
496,48,146
323,88,60
784,86,132
530,54,103
730,63,402
143,3,69
24,41,267
295,48,247
421,58,453
717,8,42
549,84,200
785,47,696
13,36,414
688,63,122
836,57,821
155,86,156
864,56,217
472,75,964
875,45,788
72,91,723
194,45,731
5,77,25
107,65,927
888,55,784
455,68,959
744,14,716
818,27,340
210,63,172
692,13,716
620,91,308
39,5,361
250,81,221
347,63,484
54,57,219
170,14,720
990,15,934
98,14,725
643,32,383
400,31,189
223,52,590
973,24,440
991,56,4
392,35,4
740,7,938
428,9,450
256,38,953
890,2,647
851,8,391
526,60,830
54,11,960
63,54,166
207,48,242
460,1,159
155,67,314
749,66,214
771,60,854
881,98,433
999,54,194
867,20,916
416,10,876
648,99,790
543,96,61
722,8,922
274,84,651
957,67,528
106,15,393
585,61,861
22,87,234
55,20,510
26,22,803
609,10,886
737,12,51
328,95,755
666,62,338
118,57,827
250,93,379
672,30,657
753,64,347
973,20,342
293,31,472
201,4,392
809,38,907
738,29,69
518,53,71
708,11,567
867,80,855
840,43,313
629,5,900
187,89,370
990,9,517
100,56,52
650,82,302
583,21,533
126,94,318
99,43,597
500,14,765
637,8,257
973,39,460
423,2,367
232,34,415
634,95,773
885,72,209
694,86,256
619,13,605
320,99,731
946,92,760
314,66,842
608,55,179
269,96,877
906,22,952
125,44,491
248,78,183
801,68,973
837,41,243
769,13,959
278,13,126
324,59,586
702,25,664
712,95,126
338,95,889
411,40,654
447,59,205
630,60,896
977,74,467
179,76,208
256,54,588
39,95,915
279,70,184
659,38,961
574,19,303
395,85,491
239,43,745
536,77,652
541,69,285
732,44,694
268,35,583
355,16,942
970,86,723
294,99,866
289,91,637
521,5,142
414,13,994
342,31,223
763,11,746
806,96,987
430,69,541
442,70,263
898,33,863
941,26,638
604,18,401
276,12,945
510,31,904
474,46,923
403,18,749
398,28,982
291,100,441
955,78,430
96,11,695
693,33,199
741,57,850
676,45,872
119,31,888
395,74,718
285,66,16
100,17,46
778,35,445
769,14,953
731,81,973
667,67,863
890,72,745
287,86,107
462,46,567
558,6,764
414,65,719
178,24,100
422,76,910
404,65,899
630,61,579
959,8,457
668,97,473
941,28,910
675,19,230
637,51,35
352,58,205
440,1,852
754,51,952
747,57,756
921,68,69
672,44,195
668,43,627
592,39,379
329,15,34
573,81,46
279,6,489
112,33,934
834,37,665
33,53,170
734,2,7
998,78,317
684,66,868
542,80,713
108,19,352
530,29,180
644,7,196
536,25,15
635,98,377
252,35,619
855,85,20
589,45,748
803,18,803
336,73,859
826,16,292
142,64,392
979,18,164
83,30,13
232,85,446
877,82,742
968,84,493
235,50,502
333,49,7
675,5,865
331,75,533
246,97,52
625,97,175
426,96,293
281,34,453
30,96,26
349,2,521
479,40,134
134,5,239
44,86,279
893,2,771
659,66,86
912,4,509
171,34,50
150,6,436
750,80,539
426,67,385
616,27,577
364,28,611
353,41,674
854,31,556
919,53,502
451,100,520
940,33,489
170,24,625
41,20,732
182,20,290
422,70,402
888,29,387
669,16,755
522,22,220
780,51,745
654,94,338
433,52,193
187,96,299
651,60,375
558,9,928
610,45,721
10,9,126
606,39,459
695,87,855
702,81,42
440,74,299
674,35,9
719,28,985
30,13,955
759,26,110
281,92,367
846,17,137
834,91,104
522,2,759
784,21,962
903,79,356
727,49,354
37,98,832
409,60,858
815,33,747
846,75,372
565,64,684
51,42,260
352,80,176
161,92,506
710,59,775
352,44,470
265,43,501
247,59,910
406,72,574
417,73,289
752,94,817
479,12,21
13,92,672
345,60,237
914,15,234
950,54,438
416,74,535
106,58,945
852,71,234
681,84,360
851,6,992
870,88,892
73,10,250
30,19,91
533,19,264
858,4,696
419,56,213
102,42,534
828,70,777
574,70,58
76,5,267
299,47,755
936,73,354
930,37,267
607,37,654
793,74,169
168,84,629
701,25,200
634,70,194
918,68,359
146,29,15
196,60,380
385,93,267
16,64,875
993,72,37
84,47,547
84,37,61
661,21,800
181,60,219
195,59,320
400,86,871
466,69,475
542,17,609
342,14,580
488,45,499
658,8,693
630,91,305
581,4,606
987,21,954
854,74,118
47,22,238
830,7,388
471,87,902
70,94,974
923,1,139
810,60,276
980,16,177
587,61,566
232,4,252
934,21,29
383,27,420
923,23,754
189,54,381
799,97,321
126,57,996
522,32,842
785,18,648
737,31,179
299,49,159
934,19,615
311,31,291
927,17,880
904,1,346
432,38,133
828,34,295
240,49,800
937,93,610
53,55,56
901,99,163
266,37,758
845,3,669
677,63,903
560,92,793
120,90,780
430,96,121
108,64,561
517,73,70
408,25,938
119,11,645
139,74,373
500,70,786
420,31,244
86,26,64
3,98,243
798,74,391
962,21,98
23,13,473
927,2,276
701,64,84
376,30,893
374,54,8
57,11,784
489,89,846
807,69,71
853,9,781
808,49,915
940,90,702
908,82,185
99,54,141
797,43,464
559,26,68
836,50,502
424,42,433
391,64,763
496,79,329
240,78,158
226,62,231
369,58,645
163,52,808
21,6,209
440,59,877
651,35,874
563,25,966
108,76,909
694,11,386
645,7,631
46,48,968
995,15,529
657,95,255
209,92,606
604,76,269
32,16,34
465,41,45
674,55,679
559,3,443
599,45,483
866,31,92
329,25,963
970,82,639
564,56,859
144,98,573
978,19,496
927,53,489
897,90,635
634,94,61
92,91,623
519,33,275
538,88,660
501,18,59
139,20,415
828,88,527
260,86,2
339,47,257
632,71,35
378,1,213
584,37,777
266,66,139
860,62,269
415,59,968
295,65,186
269,18,685
374,85,953
358,73,647
560,67,718
235,93,213
876,1,261
186,3,779
344,18,174
648,47,543
907,64,318
518,15,214
297,89,762
915,16,1
453,67,899
555,30,672
884,51,806
178,75,211
343,83,913
228,48,573
49,80,153
401,69,808
259,93,81
198,94,248
264,75,222
49,29,73
152,4,483
184,31,245
788,99,149
273,1,791
557,53,326
608,63,387
460,67,431
513,26,895
269,65,316
289,61,15
2,20,742
737,2,643
323,61,218
994,71,28
840,19,43
967,64,40
769,54,322
952,81,954
121,73,542
705,28,85
416,27,952
324,67,348
107,43,602
606,55,389
121,40,604
54,69,593
977,10,293
44,85,256
888,35,100
514,30,71
61,51,841
550,38,70
517,37,164
279,38,869
625,94,460
907,91,724
504,21,337
624,4,599
146,2,600
492,100,41
944,69,438
7,24,302
819,68,486
551,34,332
756,18,875
369,2,836
27,5,345
967,26,860
701,2,887
708,41,657
242,25,588
293,49,482
916,31,61
838,59,46
8,8,984
886,62,672
260,33,585
446,96,957
977,45,409
502,39,862
841,56,104
15,24,430
38,45,380
757,55,413
735,58,232
577,43,27
370,18,761
233,7,31
254,88,949
242,82,166
121,97,149
795,74,2
490,29,875
99,92,582
897,78,771
672,73,960
739,1,142
156,16,256
537,69,640
426,62,720
740,45,651
726,55,833
660,15,44
975,81,887
22,31,562
170,5,737
289,3,803
795,92,229
562,43,1
661,48,901
795,47,988
507,89,698
769,54,538
215,24,633
4,31,872
816,84,557
32,1,147
982,72,128
637,83,72
751,34,967
831,87,373
190,5,510
648,92,769
653,63,298
875,65,945
716,18,388
907,87,353
927,62,238
846,82,680
225,11,111
87,41,499
992,89,607
478,28,322
36,42,298
152,66,259
846,85,618
817,79,889
395,64,860
211,44,953
378,78,497
791,77,758
209,40,126
755,80,78
750,8,7
593,66,778
743,69,573
282,51,797
695,86,930
291,99,850
530,24,174
657,93,267
760,75,129
431,10,945
887,52,28
33,66,288
2,11,84
568,93,656
200,54,330
524,40,707
607,81,535
574,84,915
748,4,846
538,74,245
633,42,643
680,93,946
623,61,259
498,2,587
824,15,202
814,6,636
120,48,411
802,87,321
619,91,442
954,8,844
281,97,243
872,46,539
844,1,965
26,19,250
19,24,907
935,61,539
538,51,495
341,1,425
655,50,721
814,54,843
130,39,926
250,77,271
271,56,746
780,65,650
596,75,662
645,80,825
746,6,653
623,68,19
528,33,530
612,79,479
433,61,232
146,19,965
866,4,735
47,11,946
369,21,729
647,47,15
866,5,260
65,6,290
294,62,106
934,47,229
302,74,993
295,98,482
48,44,22
853,27,559
119,63,236
711,20,654
110,19,735
305,70,899
172,10,434
685,99,808
764,55,446
544,19,427
594,38,664
297,1,3
570,90,54
646,37,681
709,46,393
649,6,317
506,69,666
267,100,876
264,50,930
169,12,189
610,16,992
219,14,689
592,52,798
178,72,275
631,82,363
38,45,234
241,32,869
797,86,128
232,20,564
236,90,494
780,63,330
73,51,442
888,31,678
443,25,686
462,27,192
799,11,40
457,98,901
243,69,85
360,65,5
923,89,850
736,91,630
479,76,209
547,7,242
957,39,766
59,85,51
390,61,929
853,20,669
552,48,780
638,17,942
705,54,235
586,34,774
882,95,898
931,49,525
777,36,798
82,14,531
422,94,743
260,95,306
579,90,635
799,34,180
263,45,738
109,8,547
126,64,546
695,49,185
970,79,397
88,66,180
617,59,675
939,51,122
165,52,361
307,14,811
500,64,635
351,83,849
596,83,646
397,14,427
285,86,1000
486,96,678
810,83,769
920,37,373
76,60,998
190,76,927
212,97,984
728,67,334
427,82,364
146,54,681
529,61,913
222,86,612
140,98,106
944,58,421
833,14,728
920,36,441
903,60,594
851,67,305
424,87,694
482,86,304
213,71,366
508,51,879
61,57,966
952,18,1
866,13,170
727,39,809
494,65,53
328,35,624
277,40,539
930,98,623
834,71,645
397,24,13
426,89,796
991,64,109
941,14,573
605,41,783
881,16,136
969,71,647
248,91,261
537,87,593
811,94,148
552,37,614
106,98,227
576,97,65
707,42,403
574,98,126
638,4,114
741,43,905
781,32,465
987,1,501
331,24,933
912,42,680
26,19,877
317,85,448
294,75,372
812,22,307
752,80,506
910,83,678
951,100,432
227,93,992
42,87,610
913,52,805
577,11,129
507,21,27
167,62,749
6,11,523
641,15,393
949,100,65
779,4,516
261,50,606
197,84,302
259,63,361
95,96,497
402,83,383
759,34,308
387,58,38
299,45,927
784,34,284
633,91,64
40,58,79
55,3,995
220,21,746
249,79,210
801,38,210
628,59,250
423,84,110
660,44,308
461,36,113
912,85,107
918,2,394
732,47,433
721,13,360
218,81,500
224,42,925
712,54,184
745,27,881
150,97,451
543,40,630
461,23,43
810,19,834
370,43,340
89,16,388
679,75,452
875,26,318
441,96,372
174,24,720
231,99,864
58,28,713
950,39,240
955,51,187
396,84,591
385,83,623
737,95,840
5,7,639
618,79,848
310,14,142
992,54,710
297,16,276
26,6,239
844,92,618
747,2,276
502,23,387
881,88,427
407,29,638
76,65,442
410,83,855
911,44,300
233,28,834
764,94,420
349,98,852
550,76,867
361,52,64
392,90,368
356,6,250
31,45,469
360,98,805
930,45,406
42,6,703
457,59,424
293,17,305
416,93,436
179,35,540
613,72,400
148,67,675
505,58,656
54,41,756
317,68,353
690,80,810
374,71,149
990,34,674
143,78,406
104,8,89
257,95,204
699,66,598
50,37,427
287,22,331
307,14,807
518,60,443
733,1,81
460,25,50
777,50,970
528,49,773
423,98,790
868,16,92
287,44,268
887,80,563
57,50,811
583,59,381
280,1,792
252,53,182
140,31,143
849,30,398
415,62,757
919,76,291
657,32,732
835,79,973
483,41,446
468,24,512
212,30,41
636,56,496
260,61,91
781,97,403
191,79,704
238,98,397
803,67,595
288,85,918
181,29,73
962,83,342
843,81,723
141,48,886
797,21,820
547,6,305
416,76,113
463,32,794
836,96,36
225,95,518
535,32,119
541,32,398
415,98,683
153,1,222
903,2,869
806,32,820
167,85,32
821,46,333
830,17,806
484,39,467
376,3,510
886,99,838
253,31,321
567,64,161
719,9,21
596,11,689
50,38,671
209,48,278
47,19,626
247,48,647
890,74,978
22,10,533
969,76,845
588,30,444
787,35,637
453,74,447
911,20,16
804,76,602
406,86,700
480,45,353
24,85,224
937,7,847
940,77,939
183,35,133
303,66,903
228,48,357
170,51,913
443,38,10
702,99,36
700,34,218
430,89,435
165,26,508
80,74,885
718,86,848
190,16,975
70,11,749
487,51,37
367,33,37
678,4,480
794,27,770
884,41,512
107,81,423
307,34,570
633,19,839
901,19,62
364,32,188
531,78,795
574,23,239
357,100,272
149,61,825
252,77,351
53,83,120
27,77,457
536,90,199
331,90,473
839,46,274
632,78,155
526,52,918
912,22,779
333,64,333
555,75,340
2,13,890
69,19,322
645,71,351
743,88,33
256,39,28
73,10,561
283,55,162
179,98,606
214,66,427
860,53,963
618,29,383
160,15,109
157,18,727
271,40,235
803,6,195
823,65,813
801,61,266
413,89,933
637,29,695
862,14,648
446,57,984
262,49,858
886,39,363
634,23,443
903,5,458
69,79,133
735,96,210
906,96,503
252,57,786
369,81,216
929,78,183
968,36,512
249,34,577
336,83,188
936,40,980
245,17,138
284,56,661
332,17,283
283,54,152
624,51,295
267,71,676
124,71,725
210,90,718
151,24,445
175,81,110
250,64,105
493,63,467
990,67,529
827,46,650
325,41,64
358,3,821
158,98,130
435,77,484
998,60,144
151,45,918
365,64,309
914,41,15
224,38,473
521,81,158
254,12,731
325,47,782
433,76,448
587,76,425
965,7,553
691,69,668
473,29,619
410,38,601
677,24,515
614,90,935
916,75,765
537,80,215
386,78,383
535,67,703
762,71,520
939,92,510
489,50,118
394,36,301
495,9,749
44,73,436
978,34,590
735,96,826
853,7,549
453,34,517
293,49,291
329,12,555
402,15,866
8,32,503
556,4,262
104,40,974
288,97,643
226,66,932
138,68,689
325,24,93
907,72,526
897,31,792
81,89,786
239,24,116
801,99,928
524,67,746
25,43,880
199,31,215
56,20,603
69,78,978
636,64,10
251,41,225
460,45,399
977,6,107
523,32,24
791,99,341
12,94,146
758,20,55
25,85,628
373,83,494
696,95,128
768,3,674
760,30,818
986,8,899
187,22,811
688,79,933
373,79,263
558,67,14
658,41,90
566,54,672
174,90,471
699,27,186
96,73,777
88,5,688
465,45,202
362,46,446
465,29,494
224,99,184
37,50,398
90,20,720
965,19,549
117,99,387
971,95,222
71,41,711
515,77,58
243,18,216
960,11,711
461,97,219
66,36,792
953,59,434
936,95,954
437,32,309
471,29,764
745,54,459
798,64,609
923,72,457
103,95,818
107,30,812
589,5,815
250,68,249
140,98,456
774,28,596
93,74,866
958,15,8
893,100,288
60,51,378
807,34,402
274,85,764
460,64,479
459,64,508
312,79,551
393,4,832
227,58,817
562,44,468
702,70,699
317,73,598
46,13,963
413,43,76
846,42,274
461,34,493
463,36,348
640,81,373
695,16,243
7,69,775
245,1,226
265,11,542
635,36,238
421,27,387
10,40,638
980,97,16
599,20,243
199,45,720
531,93,247
991,46,304
861,43,820
208,51,881
790,84,953
980,61,33
797,47,676
822,84,997
519,42,109
576,71,927
649,35,656
276,86,188
614,5,171
584,83,97
961,56,175
479,7,578
522,26,663
471,11,801
160,78,529
590,94,370
518,5,824
49,51,118
684,8,691
274,64,220
782,59,840
61,29,999
247,75,280
965,11,852
632,41,508
83,56,748
70,36,591
878,42,717
453,63,707
958,98,967
556,1,135
564,14,609
627,3,683
184,82,301
